date,broker,category,product,net_position_text,contract,long_position,long_change,short_position,short_change
2026-06-09,高盛期货,农副,花生,"净多5467
(增加6479)
净持仓数据",pk2610,7598,1631,3513,-4909
2026-06-09,高盛期货,农副,花生,"净多5467
(增加6479)
净持仓数据",pk2611,882,-86,0,0
2026-06-09,高盛期货,农副,花生,"净多5467
(增加6479)
净持仓数据",pk2612,500,25,0,0
2026-06-09,高盛期货,化工,PTA,"净多29107
(减少7683)
净持仓数据",ta2607,6256,-3730,0,0
2026-06-09,高盛期货,化工,PTA,"净多29107
(减少7683)
净持仓数据",ta2608,1960,0,0,0
2026-06-09,高盛期货,化工,PTA,"净多29107
(减少7683)
净持仓数据",ta2609,31063,-665,12733,909
2026-06-09,高盛期货,化工,PTA,"净多29107
(减少7683)
净持仓数据",ta2610,1009,9,0,0
2026-06-09,高盛期货,化工,PTA,"净多29107
(减少7683)
净持仓数据",ta2611,1000,0,0,0
2026-06-09,高盛期货,化工,PTA,"净多29107
(减少7683)
净持仓数据",ta2701,3661,436,3109,2824
2026-06-09,高盛期货,化工,沥青,"净多14110
(减少318)
净持仓数据",bu2609,14110,-318,0,0
2026-06-09,高盛期货,化工,PVC,"净空50160
(增加1540)
净持仓数据",v2609,0,0,50160,1540
2026-06-09,高盛期货,化工,苯乙烯,"净多9497
(减少2236)
净持仓数据",eb2607,4887,-1932,0,0
2026-06-09,高盛期货,化工,苯乙烯,"净多9497
(减少2236)
净持仓数据",eb2608,4610,-304,0,0
2026-06-09,高盛期货,化工,乙二醇,"净空10090
(增加4564)
净持仓数据",eg2609,0,-4291,10090,273
2026-06-09,高盛期货,化工,塑料,"净空12733
(增加4336)
净持仓数据",l2609,0,0,13482,4550
2026-06-09,高盛期货,化工,塑料,"净空12733
(增加4336)
净持仓数据",l2701,749,214,0,0
2026-06-09,高盛期货,化工,甲醇,"净多23825
(减少1761)
净持仓数据",ma2609,23825,-1761,0,0
2026-06-09,高盛期货,化工,20号胶,"净多5593
(减少300)
净持仓数据",nr2608,4772,-584,0,0
2026-06-09,高盛期货,化工,20号胶,"净多5593
(减少300)
净持仓数据",nr2609,821,284,0,0
2026-06-09,高盛期货,化工,短纤,"净空1856
(增加6071)
净持仓数据",pf2608,3678,-3423,5534,2648
2026-06-09,高盛期货,化工,液化气,"净多3068
(减少995)
净持仓数据",pg2607,1682,-1318,0,0
2026-06-09,高盛期货,化工,液化气,"净多3068
(减少995)
净持仓数据",pg2608,1443,178,0,0
2026-06-09,高盛期货,化工,液化气,"净多3068
(减少995)
净持仓数据",pg2610,0,0,57,-145
2026-06-09,高盛期货,化工,PP,"净多6127
(减少5789)
净持仓数据",pp2609,14248,-4501,8121,1288
2026-06-09,高盛期货,化工,瓶片,"净多1676
(减少210)
净持仓数据",pr2607,154,-77,0,0
2026-06-09,高盛期货,化工,瓶片,"净多1676
(减少210)
净持仓数据",pr2608,664,35,392,146
2026-06-09,高盛期货,化工,瓶片,"净多1676
(减少210)
净持仓数据",pr2609,1250,-22,0,0
2026-06-09,高盛期货,化工,对二甲苯,"净多948
(增加349)
净持仓数据",px2609,5283,160,4482,-188
2026-06-09,高盛期货,化工,对二甲苯,"净多948
(增加349)
净持仓数据",px2701,147,1,0,0
2026-06-09,高盛期货,化工,天然橡胶,"净多2686
(增加127)
净持仓数据",ru2609,2686,127,0,0
2026-06-09,高盛期货,化工,纯碱,"净空62310
(增加1825)
净持仓数据",sa2609,0,0,45357,1825
2026-06-09,高盛期货,化工,纯碱,"净空62310
(增加1825)
净持仓数据",sa2701,0,0,16953,0
2026-06-09,高盛期货,原油,燃料油,"净空6574
(增加6161)
净持仓数据",fu2609,0,-2891,6574,3270
2026-06-09,高盛期货,原油,低硫油,"净多341
(减少482)
净持仓数据",lu2607,341,-482,0,0
2026-06-09,高盛期货,有色,沪锡,"净多66
(减少161)
净持仓数据",sn2608,449,-146,383,15
2026-06-09,高盛期货,有色,沪铝,"净空8852
(增加2451)
净持仓数据",al2608,4170,-24,13022,2427
2026-06-09,高盛期货,有色,沪铜,"净多1093
(增加128)
净持仓数据",cu2608,2840,128,0,0
2026-06-09,高盛期货,有色,沪铜,"净多1093
(增加128)
净持仓数据",cu2612,0,0,1747,0
2026-06-09,高盛期货,有色,沪锌,"净多10698
(减少236)
净持仓数据",zn2607,2302,0,2356,79
2026-06-09,高盛期货,有色,沪锌,"净多10698
(减少236)
净持仓数据",zn2608,13139,30,2787,181
2026-06-09,高盛期货,有色,沪锌,"净多10698
(减少236)
净持仓数据",zn2609,400,-6,0,0
2026-06-09,高盛期货,有色,碳酸锂,"净空3569
(减少106)
净持仓数据",lc2609,0,0,3769,-106
2026-06-09,高盛期货,有色,碳酸锂,"净空3569
(减少106)
净持仓数据",lc2611,200,0,0,0
2026-06-09,高盛期货,有色,沪镍,"净空3820
(减少282)
净持仓数据",ni2609,0,0,3820,-282
2026-06-09,高盛期货,有色,沪铅,"净空10440
(增加784)
净持仓数据",pb2608,0,0,10440,784
2026-06-09,高盛期货,油脂油料,豆一,"净空6708
(增加999)
净持仓数据",a2607,7498,-1963,11466,278
2026-06-09,高盛期货,油脂油料,豆一,"净空6708
(增加999)
净持仓数据",a2609,3432,717,7272,75
2026-06-09,高盛期货,油脂油料,豆一,"净空6708
(增加999)
净持仓数据",a2611,1100,600,0,0
2026-06-09,高盛期货,油脂油料,豆二,"净空7334
(减少1031)
净持仓数据",b2607,4586,-1241,4949,-1101
2026-06-09,高盛期货,油脂油料,豆二,"净空7334
(减少1031)
净持仓数据",b2608,703,-12,143,9
2026-06-09,高盛期货,油脂油料,豆二,"净空7334
(减少1031)
净持仓数据",b2609,3114,1055,8309,-137
2026-06-09,高盛期货,油脂油料,豆二,"净空7334
(减少1031)
净持仓数据",b2611,164,0,2500,0
2026-06-09,高盛期货,油脂油料,豆油,"净多8232
(减少8162)
净持仓数据",y2609,15311,-6623,7079,1539
2026-06-09,高盛期货,油脂油料,豆粕,"净空16571
(减少10288)
净持仓数据",m2608,0,0,615,47
2026-06-09,高盛期货,油脂油料,豆粕,"净空16571
(减少10288)
净持仓数据",m2609,23480,0,39436,-10335
2026-06-09,高盛期货,油脂油料,菜油,"净多43016
(减少963)
净持仓数据",oi2609,41553,-616,0,0
2026-06-09,高盛期货,油脂油料,菜油,"净多43016
(减少963)
净持仓数据",oi2611,0,-258,0,0
2026-06-09,高盛期货,油脂油料,菜油,"净多43016
(减少963)
净持仓数据",oi2701,1463,-89,0,0
2026-06-09,高盛期货,油脂油料,棕榈油,"净空35386
(增加2793)
净持仓数据",p2609,8422,-539,43808,2254
2026-06-09,高盛期货,油脂油料,菜粕,"净空94349
(增加14834)
净持仓数据",rm2608,0,0,1169,27
2026-06-09,高盛期货,油脂油料,菜粕,"净空94349
(增加14834)
净持仓数据",rm2609,18210,-1906,87725,8873
2026-06-09,高盛期货,油脂油料,菜粕,"净空94349
(增加14834)
净持仓数据",rm2701,0,0,23665,4028
2026-06-09,高盛期货,贵金属,沪银,"净多3197
(增加712)
净持仓数据",ag2608,4676,716,0,0
