date,broker,category,product,net_position_text,contract,long_position,long_change,short_position,short_change
2026-05-18,高盛期货,农副,花生,"净空10934
(增加249)
净持仓数据",pk2610,0,0,11429,305
2026-05-18,高盛期货,农副,花生,"净空10934
(增加249)
净持仓数据",pk2611,495,56,0,0
2026-05-18,高盛期货,化工,20号胶,"净多2714
(减少179)
净持仓数据",nr2607,1445,-564,0,0
2026-05-18,高盛期货,化工,20号胶,"净多2714
(减少179)
净持仓数据",nr2608,1269,385,0,0
2026-05-18,高盛期货,化工,短纤,"净空3598
(增加1641)
净持仓数据",pf2607,4572,-572,9100,1070
2026-05-18,高盛期货,化工,短纤,"净空3598
(增加1641)
净持仓数据",pf2608,930,1,0,0
2026-05-18,高盛期货,化工,液化气,"净多6165
(增加562)
净持仓数据",pg2607,6165,562,0,0
2026-05-18,高盛期货,化工,液化气,"净多6165
(增加562)
净持仓数据",pg2608,0,0,0,0
2026-05-18,高盛期货,化工,PP,"净多11048
(增加4177)
净持仓数据",pp2609,11048,4177,0,0
2026-05-18,高盛期货,化工,瓶片,"净多459
(减少535)
净持仓数据",pr2607,1806,-181,1347,354
2026-05-18,高盛期货,化工,对二甲苯,"净多2038
(增加1001)
净持仓数据",px2609,6035,786,3997,-215
2026-05-18,高盛期货,化工,纯碱,"净空62574
(增加1062)
净持仓数据",sa2609,0,0,50498,-168
2026-05-18,高盛期货,化工,纯碱,"净空62574
(增加1062)
净持仓数据",sa2701,0,0,12076,1230
2026-05-18,高盛期货,化工,PTA,"净多21416
(减少2299)
净持仓数据",ta2606,4163,0,0,0
2026-05-18,高盛期货,化工,PTA,"净多21416
(减少2299)
净持仓数据",ta2607,10432,401,0,0
2026-05-18,高盛期货,化工,PTA,"净多21416
(减少2299)
净持仓数据",ta2608,728,436,0,0
2026-05-18,高盛期货,化工,PTA,"净多21416
(减少2299)
净持仓数据",ta2609,27724,-785,21573,2237
2026-05-18,高盛期货,化工,PTA,"净多21416
(减少2299)
净持仓数据",ta2610,797,230,0,0
2026-05-18,高盛期货,化工,PTA,"净多21416
(减少2299)
净持仓数据",ta2701,2719,58,3574,402
2026-05-18,高盛期货,化工,PVC,"净空21332
(减少3181)
净持仓数据",v2609,0,0,21332,-3181
2026-05-18,高盛期货,化工,沥青,"净多12639
(增加1523)
净持仓数据",bu2609,12639,1523,0,0
2026-05-18,高盛期货,化工,苯乙烯,"净多6856
(减少1373)
净持仓数据",eb2607,6852,-1373,0,0
2026-05-18,高盛期货,化工,苯乙烯,"净多6856
(减少1373)
净持仓数据",eb2608,4,0,0,0
2026-05-18,高盛期货,化工,乙二醇,"净空10790
(减少2695)
净持仓数据",eg2609,0,0,10790,-2695
2026-05-18,高盛期货,化工,塑料,"净空13411
(减少6113)
净持仓数据",l2609,0,0,13411,-6113
2026-05-18,高盛期货,化工,甲醇,"净空5200
(减少5361)
净持仓数据",ma2609,12397,887,17597,-4474
2026-05-18,高盛期货,原油,燃料油,"净多9054
(增加2296)
净持仓数据",fu2609,9054,2296,0,0
2026-05-18,高盛期货,原油,低硫油,"净多616
(减少142)
净持仓数据",lu2607,1374,-142,758,0
2026-05-18,高盛期货,有色,沪铅,"净空6641
(增加1601)
净持仓数据",pb2607,1006,-141,7647,1460
2026-05-18,高盛期货,有色,沪锡,"净多973
(减少164)
净持仓数据",sn2607,841,-192,0,0
2026-05-18,高盛期货,有色,沪锡,"净多973
(减少164)
净持仓数据",sn2608,132,28,0,0
2026-05-18,高盛期货,有色,沪铝,"净空7651
(增加3538)
净持仓数据",al2607,5079,-2624,12123,354
2026-05-18,高盛期货,有色,沪铝,"净空7651
(增加3538)
净持仓数据",al2608,2350,187,2324,744
2026-05-18,高盛期货,有色,沪铝,"净空7651
(增加3538)
净持仓数据",al2609,0,0,633,3
2026-05-18,高盛期货,有色,沪锌,"净多10168
(增加288)
净持仓数据",zn2606,0,0,0,-1417
2026-05-18,高盛期货,有色,沪锌,"净多10168
(增加288)
净持仓数据",zn2607,7509,-57,2980,1078
2026-05-18,高盛期货,有色,沪锌,"净多10168
(增加288)
净持仓数据",zn2608,6025,6,386,0
2026-05-18,高盛期货,有色,沪铜,"净多6397
(减少747)
净持仓数据",cu2607,6723,-1120,0,0
2026-05-18,高盛期货,有色,沪铜,"净多6397
(减少747)
净持仓数据",cu2608,1301,373,0,0
2026-05-18,高盛期货,有色,沪铜,"净多6397
(减少747)
净持仓数据",cu2612,0,0,1627,0
2026-05-18,高盛期货,有色,碳酸锂,"净空0
净持仓数据",lc2611,0,0,0,0
2026-05-18,高盛期货,有色,沪镍,"净空2354
(减少7)
净持仓数据",ni2609,0,0,2354,-7
2026-05-18,高盛期货,油脂油料,菜油,"净多10071
(减少4589)
净持仓数据",oi2607,361,-14,0,0
2026-05-18,高盛期货,油脂油料,菜油,"净多10071
(减少4589)
净持仓数据",oi2609,13831,-3571,4176,956
2026-05-18,高盛期货,油脂油料,菜油,"净多10071
(减少4589)
净持仓数据",oi2701,325,-23,270,25
2026-05-18,高盛期货,油脂油料,棕榈油,"净空34856
(增加153)
净持仓数据",p2609,0,0,36504,326
2026-05-18,高盛期货,油脂油料,棕榈油,"净空34856
(增加153)
净持仓数据",p2701,1648,173,0,0
2026-05-18,高盛期货,油脂油料,菜粕,"净多9181
(减少17616)
净持仓数据",rm2608,0,0,306,214
2026-05-18,高盛期货,油脂油料,菜粕,"净多9181
(减少17616)
净持仓数据",rm2609,37758,-12814,25090,3549
2026-05-18,高盛期货,油脂油料,菜粕,"净多9181
(减少17616)
净持仓数据",rm2701,0,0,3181,1039
2026-05-18,高盛期货,油脂油料,豆一,"净空7498
(减少2439)
净持仓数据",a2607,5897,993,14363,-1562
2026-05-18,高盛期货,油脂油料,豆一,"净空7498
(减少2439)
净持仓数据",a2609,3101,-197,2133,-81
2026-05-18,高盛期货,油脂油料,豆二,"净空11088
(增加1595)
净持仓数据",b2607,5970,-400,13495,242
2026-05-18,高盛期货,油脂油料,豆二,"净空11088
(增加1595)
净持仓数据",b2609,1881,11,5444,964
2026-05-18,高盛期货,油脂油料,豆油,"净多37168
(减少5767)
净持仓数据",y2609,35727,-4282,0,0
2026-05-18,高盛期货,油脂油料,豆油,"净多37168
(减少5767)
净持仓数据",y2701,1441,-1485,0,0
2026-05-18,高盛期货,油脂油料,豆粕,"净多82605
(减少13899)
净持仓数据",m2609,70753,-13646,0,0
2026-05-18,高盛期货,油脂油料,豆粕,"净多82605
(减少13899)
净持仓数据",m2611,0,-818,0,0
2026-05-18,高盛期货,油脂油料,豆粕,"净多82605
(减少13899)
净持仓数据",m2701,11852,565,0,0
2026-05-18,高盛期货,贵金属,沪银,"净多2087
(增加330)
净持仓数据",ag2606,2031,-11,1873,0
2026-05-18,高盛期货,贵金属,沪银,"净多2087
(增加330)
净持仓数据",ag2608,3378,337,0,0
2026-05-18,高盛期货,贵金属,沪银,"净多2087
(增加330)
净持仓数据",ag2610,0,0,1449,-4
2026-05-18,高盛期货,贵金属,沪金,"净空738
(增加102)
净持仓数据",au2608,0,0,738,149
2026-05-18,高盛期货,贵金属,沪金,"净空738
(增加102)
净持仓数据",au2610,0,0,0,-47
2026-05-18,高盛期货,软商品,白糖,"净空76480
(增加1833)
净持仓数据",sr2609,0,0,76480,1833
2026-05-18,高盛期货,轻工,纸浆,"净空18942
(增加2311)
净持仓数据",sp2607,0,0,1580,36
2026-05-18,高盛期货,轻工,纸浆,"净空18942
(增加2311)
净持仓数据",sp2609,0,0,17362,2275
2026-05-18,高盛期货,轻工,玻璃,"净空88362
(增加3891)
净持仓数据",fg2609,0,0,78939,3891
2026-05-18,高盛期货,轻工,玻璃,"净空88362
(增加3891)
净持仓数据",fg2701,0,0,9423,0
2026-05-18,高盛期货,黑色,螺纹钢,"净多65789
(减少15101)
净持仓数据",rb2610,82826,-15101,17037,0
2026-05-18,高盛期货,黑色,硅铁,"净多2664
(增加4612)
净持仓数据",sf2607,10403,3647,6654,-965
2026-05-18,高盛期货,黑色,硅铁,"净多2664
(增加4612)
净持仓数据",sf2609,0,0,1085,0
