date,broker,product,flow_text,flow_direction_cn,flow_direction,flow_value,abs_flow_value,action
2026-05-13,东方财富,红枣,"流空 106,309,625",流空,short,-106309625,106309625,建仓过程
2026-05-13,东方财富,不锈钢,"流空 95,658,500",流空,short,-95658500,95658500,建仓过程
2026-05-13,东方财富,沪锡,"流空 84,244,720",流空,short,-84244720,84244720,建仓过程
2026-05-13,东方财富,鸡蛋,"流多 78,138,870",流多,long,78138870,78138870,建仓过程
2026-05-13,东方财富,生猪,"流空 70,359,040",流空,short,-70359040,70359040,建仓过程
2026-05-13,东方财富,玻璃,"流空 48,490,400",流空,short,-48490400,48490400,建仓过程
2026-05-13,东方财富,三十债,"流多 45,032,000",流多,long,45032000,45032000,建仓过程
2026-05-13,东方财富,氧化铝,"流空 36,987,760",流空,short,-36987760,36987760,建仓过程
2026-05-13,东方财富,燃料油,"流多 16,613,250",流多,long,16613250,16613250,建仓过程
2026-05-13,东方财富,多晶硅,"流空 14,556,780",流空,short,-14556780,14556780,建仓过程
2026-05-13,东方财富,合成橡胶,"流空 8,458,350",流空,short,-8458350,8458350,建仓过程
2026-05-13,国泰君安,1000中证,"流空 2,284,213,680",流空,short,-2284213680,2284213680,建仓过程
2026-05-13,国泰君安,五债,"流空 908,055,100",流空,short,-908055100,908055100,建仓过程
2026-05-13,国泰君安,沪铜,"流多 889,884,850",流多,long,889884850,889884850,建仓过程
2026-05-13,国泰君安,500中证,"流空 847,895,240",流空,short,-847895240,847895240,建仓过程
2026-05-13,国泰君安,天然橡胶,"流多 806,560,600",流多,long,806560600,806560600,建仓过程
2026-05-13,国泰君安,螺纹钢,"流空 596,353,780",流空,short,-596353780,596353780,建仓过程
2026-05-13,国泰君安,十债,"流多 564,901,600",流多,long,564901600,564901600,建仓过程
2026-05-13,国泰君安,二债,"流多 510,568,080",流多,long,510568080,510568080,建仓过程
2026-05-13,国泰君安,沪铝,"流多 500,616,500",流多,long,500616500,500616500,建仓过程
2026-05-13,国泰君安,碳酸锂,"流多 480,604,240",流多,long,480604240,480604240,建仓过程
2026-05-13,国泰君安,豆粕,"流空 434,901,910",流空,short,-434901910,434901910,建仓过程
2026-05-13,国泰君安,生猪,"流多 433,804,480",流多,long,433804480,433804480,建仓过程
2026-05-13,国泰君安,三十债,"流空 385,046,400",流空,short,-385046400,385046400,建仓过程
2026-05-13,国泰君安,焦煤,"流多 384,463,410",流多,long,384463410,384463410,建仓过程
2026-05-13,国泰君安,PP,"流多 357,628,930",流多,long,357628930,357628930,建仓过程
2026-05-13,国泰君安,纯碱,"流空 337,998,000",流空,short,-337998000,337998000,建仓过程
2026-05-13,国泰君安,棕榈油,"流多 337,857,910",流多,long,337857910,337857910,建仓过程
2026-05-13,国泰君安,玉米,"流多 285,978,430",流多,long,285978430,285978430,建仓过程
2026-05-13,国泰君安,沪锡,"流多 285,778,210",流多,long,285778210,285778210,建仓过程
2026-05-13,国泰君安,PVC,"流多 282,208,630",流多,long,282208630,282208630,建仓过程
2026-05-13,国泰君安,20号胶,"流多 262,258,200",流多,long,262258200,262258200,建仓过程
2026-05-13,国泰君安,沪银,"流空 199,813,965",流空,short,-199813965,199813965,建仓过程
2026-05-13,国泰君安,玻璃,"流空 192,282,740",流空,short,-192282740,192282740,建仓过程
2026-05-13,国泰君安,烧碱,"流多 185,755,050",流多,long,185755050,185755050,建仓过程
2026-05-13,国泰君安,沪金,"流空 167,844,420",流空,short,-167844420,167844420,建仓过程
2026-05-13,国泰君安,热卷,"流空 162,000,690",流空,short,-162000690,162000690,建仓过程
2026-05-13,国泰君安,纸浆,"流空 160,576,920",流空,short,-160576920,160576920,建仓过程
2026-05-13,国泰君安,豆油,"流空 152,936,780",流空,short,-152936780,152936780,建仓过程
2026-05-13,国泰君安,乙二醇,"流空 150,927,450",流空,short,-150927450,150927450,建仓过程
2026-05-13,国泰君安,鸡蛋,"流空 148,715,500",流空,short,-148715500,148715500,建仓过程
2026-05-13,国泰君安,塑料,"流空 129,189,330",流空,short,-129189330,129189330,建仓过程
2026-05-13,国泰君安,菜粕,"流空 128,417,050",流空,short,-128417050,128417050,建仓过程
2026-05-13,国泰君安,菜油,"流多 128,158,290",流多,long,128158290,128158290,建仓过程
2026-05-13,国泰君安,铁矿石,"流多 124,594,900",流多,long,124594900,124594900,建仓过程
2026-05-13,国泰君安,沪铅,"流多 117,134,600",流多,long,117134600,117134600,建仓过程
2026-05-13,国泰君安,对二甲苯,"流空 116,930,640",流空,short,-116930640,116930640,建仓过程
2026-05-13,国泰君安,棉花,"流多 110,595,300",流多,long,110595300,110595300,建仓过程
2026-05-13,国泰君安,沪镍,"流多 100,530,620",流多,long,100530620,100530620,建仓过程
2026-05-13,国泰君安,白糖,"流空 99,743,790",流空,short,-99743790,99743790,建仓过程
2026-05-13,国泰君安,PTA,"流空 93,612,030",流空,short,-93612030,93612030,建仓过程
2026-05-13,国泰君安,甲醇,"流空 80,020,040",流空,short,-80020040,80020040,建仓过程
2026-05-13,国泰君安,豆一,"流多 79,565,200",流多,long,79565200,79565200,建仓过程
2026-05-13,国泰君安,淀粉,"流多 76,760,600",流多,long,76760600,76760600,建仓过程
2026-05-13,国泰君安,苯乙烯,"流空 69,794,695",流空,short,-69794695,69794695,建仓过程
2026-05-13,国泰君安,苹果,"流空 63,362,200",流空,short,-63362200,63362200,建仓过程
2026-05-13,国泰君安,红枣,"流多 61,545,475",流多,long,61545475,61545475,建仓过程
2026-05-13,国泰君安,短纤,"流空 54,204,170",流空,short,-54204170,54204170,建仓过程
2026-05-13,国泰君安,尿素,"流多 52,852,440",流多,long,52852440,52852440,建仓过程
2026-05-13,国泰君安,硅铁,"流多 51,233,700",流多,long,51233700,51233700,建仓过程
2026-05-13,国泰君安,合成橡胶,"流空 51,163,400",流空,short,-51163400,51163400,建仓过程
2026-05-13,国泰君安,不锈钢,"流多 47,116,025",流多,long,47116025,47116025,建仓过程
