date,broker,product,flow_text,flow_direction_cn,flow_direction,flow_value,abs_flow_value,action
2026-05-14,东方财富,沪锡,"流多 294,909,200",流多,long,294909200,294909200,建仓过程
2026-05-14,东方财富,生猪,"流多 135,494,160",流多,long,135494160,135494160,建仓过程
2026-05-14,东方财富,鸡蛋,"流空 115,570,950",流空,short,-115570950,115570950,建仓过程
2026-05-14,东方财富,不锈钢,"流多 46,020,975",流多,long,46020975,46020975,建仓过程
2026-05-14,东方财富,焦煤,"流空 45,521,280",流空,short,-45521280,45521280,建仓过程
2026-05-14,东方财富,烧碱,"流多 43,515,900",流多,long,43515900,43515900,建仓过程
2026-05-14,东方财富,玉米,"流空 31,567,200",流空,short,-31567200,31567200,建仓过程
2026-05-14,东方财富,合成橡胶,"流多 15,917,600",流多,long,15917600,15917600,建仓过程
2026-05-14,东方财富,多晶硅,"流多 13,123,005",流多,long,13123005,13123005,建仓过程
2026-05-14,东方财富,三十债,"流空 11,236,000",流空,short,-11236000,11236000,建仓过程
2026-05-14,东方财富,氧化铝,"流多 9,954,860",流多,long,9954860,9954860,建仓过程
2026-05-14,东方财富,燃料油,"流多 9,583,680",流多,long,9583680,9583680,建仓过程
2026-05-14,国泰君安,五债,"流多 2,230,505,300",流多,long,2230505300,2230505300,建仓过程
2026-05-14,国泰君安,300沪深,"流空 1,786,244,340",流空,short,-1786244340,1786244340,建仓过程
2026-05-14,国泰君安,1000中证,"流多 864,736,560",流多,long,864736560,864736560,建仓过程
2026-05-14,国泰君安,500中证,"流多 800,837,800",流多,long,800837800,800837800,建仓过程
2026-05-14,国泰君安,PTA,"流空 793,711,660",流空,short,-793711660,793711660,建仓过程
2026-05-14,国泰君安,天然橡胶,"流空 704,317,750",流空,short,-704317750,704317750,建仓过程
2026-05-14,国泰君安,十债,"流多 525,122,400",流多,long,525122400,525122400,建仓过程
2026-05-14,国泰君安,PVC,"流空 523,316,190",流空,short,-523316190,523316190,建仓过程
2026-05-14,国泰君安,三十债,"流多 492,992,400",流多,long,492992400,492992400,建仓过程
2026-05-14,国泰君安,豆粕,"流空 454,447,830",流空,short,-454447830,454447830,建仓过程
2026-05-14,国泰君安,乙二醇,"流空 409,499,410",流空,short,-409499410,409499410,建仓过程
2026-05-14,国泰君安,沪锡,"流空 393,881,160",流空,short,-393881160,393881160,建仓过程
2026-05-14,国泰君安,沪金,"流多 383,496,460",流多,long,383496460,383496460,建仓过程
2026-05-14,国泰君安,热卷,"流多 311,572,500",流多,long,311572500,311572500,建仓过程
2026-05-14,国泰君安,50上证,"流空 267,074,880",流空,short,-267074880,267074880,建仓过程
2026-05-14,国泰君安,焦煤,"流多 249,166,830",流多,long,249166830,249166830,建仓过程
2026-05-14,国泰君安,碳酸锂,"流多 235,650,420",流多,long,235650420,235650420,建仓过程
2026-05-14,国泰君安,沪银,"流空 227,868,810",流空,short,-227868810,227868810,建仓过程
2026-05-14,国泰君安,PP,"流空 227,315,730",流空,short,-227315730,227315730,建仓过程
2026-05-14,国泰君安,豆一,"流空 206,607,640",流空,short,-206607640,206607640,建仓过程
2026-05-14,国泰君安,鸡蛋,"流多 205,319,710",流多,long,205319710,205319710,建仓过程
2026-05-14,国泰君安,玻璃,"流空 185,222,100",流空,short,-185222100,185222100,建仓过程
2026-05-14,国泰君安,不锈钢,"流多 183,814,875",流多,long,183814875,183814875,建仓过程
2026-05-14,国泰君安,螺纹钢,"流空 182,701,260",流空,short,-182701260,182701260,建仓过程
2026-05-14,国泰君安,菜油,"流多 174,302,880",流多,long,174302880,174302880,建仓过程
2026-05-14,国泰君安,二债,"流空 172,268,640",流空,short,-172268640,172268640,建仓过程
2026-05-14,国泰君安,沪铜,"流多 165,770,800",流多,long,165770800,165770800,建仓过程
2026-05-14,国泰君安,豆油,"流空 160,233,740",流空,short,-160233740,160233740,建仓过程
2026-05-14,国泰君安,对二甲苯,"流空 147,770,380",流空,short,-147770380,147770380,建仓过程
2026-05-14,国泰君安,白糖,"流多 144,521,790",流多,long,144521790,144521790,建仓过程
2026-05-14,国泰君安,玉米,"流多 138,928,710",流多,long,138928710,138928710,建仓过程
2026-05-14,国泰君安,低硫油,"流多 126,839,750",流多,long,126839750,126839750,建仓过程
2026-05-14,国泰君安,尿素,"流空 126,277,180",流空,short,-126277180,126277180,建仓过程
2026-05-14,国泰君安,棕榈油,"流空 114,916,290",流空,short,-114916290,114916290,建仓过程
2026-05-14,国泰君安,甲醇,"流空 113,719,810",流空,short,-113719810,113719810,建仓过程
2026-05-14,国泰君安,塑料,"流空 111,980,845",流空,short,-111980845,111980845,建仓过程
2026-05-14,国泰君安,生猪,"流多 111,196,480",流多,long,111196480,111196480,建仓过程
2026-05-14,国泰君安,棉花,"流多 109,520,725",流多,long,109520725,109520725,建仓过程
2026-05-14,国泰君安,合成橡胶,"流多 93,100,350",流多,long,93100350,93100350,建仓过程
2026-05-14,国泰君安,氧化铝,"流空 87,284,640",流空,short,-87284640,87284640,建仓过程
2026-05-14,国泰君安,苯乙烯,"流空 82,537,650",流空,short,-82537650,82537650,建仓过程
2026-05-14,国泰君安,铁矿石,"流空 81,802,100",流空,short,-81802100,81802100,建仓过程
2026-05-14,国泰君安,沪锌,"流多 72,737,075",流多,long,72737075,72737075,建仓过程
2026-05-14,国泰君安,沪镍,"流空 68,711,850",流空,short,-68711850,68711850,建仓过程
2026-05-14,国泰君安,苹果,"流多 56,850,950",流多,long,56850950,56850950,建仓过程
2026-05-14,国泰君安,沪铝,"流多 54,839,500",流多,long,54839500,54839500,建仓过程
2026-05-14,国泰君安,菜粕,"流空 53,714,320",流空,short,-53714320,53714320,建仓过程
2026-05-14,国泰君安,多晶硅,"流空 53,495,655",流空,short,-53495655,53495655,建仓过程
2026-05-14,国泰君安,纯碱,"流空 50,769,440",流空,short,-50769440,50769440,建仓过程
2026-05-14,国泰君安,燃料油,"流空 42,611,130",流空,short,-42611130,42611130,建仓过程
2026-05-14,国泰君安,红枣,"流空 41,344,600",流空,short,-41344600,41344600,建仓过程
2026-05-14,国泰君安,烧碱,"流空 36,158,880",流空,short,-36158880,36158880,建仓过程
2026-05-14,国泰君安,短纤,"流多 31,277,150",流多,long,31277150,31277150,建仓过程
2026-05-14,国泰君安,淀粉,"流空 28,440,410",流空,short,-28440410,28440410,建仓过程
2026-05-14,国泰君安,棉纱,"流多 28,217,700",流多,long,28217700,28217700,建仓过程
2026-05-14,国泰君安,液化气,"流多 26,873,180",流多,long,26873180,26873180,建仓过程
2026-05-14,国泰君安,豆二,"流空 26,869,930",流空,short,-26869930,26869930,建仓过程
2026-05-14,国泰君安,瓶片,"流空 24,948,510",流空,short,-24948510,24948510,建仓过程
2026-05-14,国泰君安,纸浆,"流多 21,343,820",流多,long,21343820,21343820,建仓过程
2026-05-14,国泰君安,锰硅,"流空 18,404,680",流空,short,-18404680,18404680,建仓过程
