date,broker,category,product,net_position_text,contract,long_position,long_change,short_position,short_change
2026-06-02,高盛期货,农副,花生,"净空15320
(增加385)
净持仓数据",pk2610,0,0,16012,378
2026-06-02,高盛期货,农副,花生,"净空15320
(增加385)
净持仓数据",pk2611,678,-7,0,0
2026-06-02,高盛期货,农副,花生,"净空15320
(增加385)
净持仓数据",pk2612,14,0,0,0
2026-06-02,高盛期货,化工,塑料,"净空6071
(增加946)
净持仓数据",l2609,0,0,6071,946
2026-06-02,高盛期货,化工,甲醇,"净多21829
(增加1307)
净持仓数据",ma2609,21829,1307,0,0
2026-06-02,高盛期货,化工,20号胶,"净多1092
(减少42)
净持仓数据",nr2608,2262,-32,1356,15
2026-06-02,高盛期货,化工,20号胶,"净多1092
(减少42)
净持仓数据",nr2609,186,5,0,0
2026-06-02,高盛期货,化工,短纤,"净空4783
(减少1256)
净持仓数据",pf2607,0,0,1842,-1669
2026-06-02,高盛期货,化工,短纤,"净空4783
(减少1256)
净持仓数据",pf2608,1686,-137,4627,276
2026-06-02,高盛期货,化工,液化气,"净多5176
(减少2053)
净持仓数据",pg2607,3957,-2053,0,0
2026-06-02,高盛期货,化工,液化气,"净多5176
(减少2053)
净持仓数据",pg2608,1219,0,0,0
2026-06-02,高盛期货,化工,PP,"净多15252
(增加1400)
净持仓数据",pp2609,15252,320,0,0
2026-06-02,高盛期货,化工,PP,"净多15252
(增加1400)
净持仓数据",pp2701,0,0,0,-1080
2026-06-02,高盛期货,化工,瓶片,"净多519
(减少305)
净持仓数据",pr2607,0,-1220,285,-23
2026-06-02,高盛期货,化工,瓶片,"净多519
(减少305)
净持仓数据",pr2608,0,0,233,127
2026-06-02,高盛期货,化工,瓶片,"净多519
(减少305)
净持仓数据",pr2609,1037,1019,0,0
2026-06-02,高盛期货,化工,对二甲苯,"净空1379
(增加989)
净持仓数据",px2609,3011,-425,4579,531
2026-06-02,高盛期货,化工,对二甲苯,"净空1379
(增加989)
净持仓数据",px2701,189,-33,0,0
2026-06-02,高盛期货,化工,天然橡胶,"净多3007
(减少8)
净持仓数据",ru2609,3007,-8,0,0
2026-06-02,高盛期货,化工,纯碱,"净空49667
(减少972)
净持仓数据",sa2609,0,0,35718,-972
2026-06-02,高盛期货,化工,纯碱,"净空49667
(减少972)
净持仓数据",sa2701,0,0,13949,0
2026-06-02,高盛期货,化工,PTA,"净多9250
(增加5952)
净持仓数据",ta2606,0,-12,0,0
2026-06-02,高盛期货,化工,PTA,"净多9250
(增加5952)
净持仓数据",ta2607,11596,610,0,0
2026-06-02,高盛期货,化工,PTA,"净多9250
(增加5952)
净持仓数据",ta2608,1782,269,0,0
2026-06-02,高盛期货,化工,PTA,"净多9250
(增加5952)
净持仓数据",ta2609,20389,2869,28486,-4679
2026-06-02,高盛期货,化工,PTA,"净多9250
(增加5952)
净持仓数据",ta2610,723,116,0,0
2026-06-02,高盛期货,化工,PTA,"净多9250
(增加5952)
净持仓数据",ta2611,817,0,0,0
2026-06-02,高盛期货,化工,PTA,"净多9250
(增加5952)
净持仓数据",ta2701,2429,-2579,0,0
2026-06-02,高盛期货,化工,沥青,"净多5919
(增加363)
净持仓数据",bu2609,9256,-1161,3337,-1524
2026-06-02,高盛期货,化工,苯乙烯,"净多14454
(增加1523)
净持仓数据",eb2607,12371,1680,0,0
2026-06-02,高盛期货,化工,苯乙烯,"净多14454
(增加1523)
净持仓数据",eb2608,2083,-157,0,0
2026-06-02,高盛期货,化工,PVC,"净空45089
(增加3653)
净持仓数据",v2609,0,0,45089,3653
2026-06-02,高盛期货,化工,乙二醇,"净空10976
(减少1751)
净持仓数据",eg2609,0,0,10976,-1751
2026-06-02,高盛期货,原油,低硫油,"净多554
(减少2)
净持仓数据",lu2607,554,-2,0,0
2026-06-02,高盛期货,原油,燃料油,"净空2864
(增加2848)
净持仓数据",fu2609,0,-2903,2864,-55
2026-06-02,高盛期货,有色,碳酸锂,"净空3251
(增加416)
净持仓数据",lc2609,0,0,3651,416
2026-06-02,高盛期货,有色,碳酸锂,"净空3251
(增加416)
净持仓数据",lc2611,200,0,0,0
2026-06-02,高盛期货,有色,碳酸锂,"净空3251
(增加416)
净持仓数据",lc2701,200,0,0,0
2026-06-02,高盛期货,有色,沪镍,"净空3631
(减少239)
净持仓数据",ni2609,0,0,3631,-239
2026-06-02,高盛期货,有色,沪铅,"净空7555
(增加466)
净持仓数据",pb2608,0,0,7555,466
2026-06-02,高盛期货,有色,沪锡,"净多1542
(增加318)
净持仓数据",sn2608,1542,318,0,0
2026-06-02,高盛期货,有色,沪铝,"净空406
(减少3509)
净持仓数据",al2608,7425,2116,7204,-1393
2026-06-02,高盛期货,有色,沪铝,"净空406
(减少3509)
净持仓数据",al2609,0,0,627,0
2026-06-02,高盛期货,有色,沪铜,"净多2664
(增加251)
净持仓数据",cu2608,4308,265,0,0
2026-06-02,高盛期货,有色,沪铜,"净多2664
(增加251)
净持仓数据",cu2612,0,0,1644,14
2026-06-02,高盛期货,有色,沪锌,"净多12926
(增加1043)
净持仓数据",zn2607,2348,-936,1572,0
2026-06-02,高盛期货,有色,沪锌,"净多12926
(增加1043)
净持仓数据",zn2608,13226,1325,1503,-659
2026-06-02,高盛期货,有色,沪锌,"净多12926
(增加1043)
净持仓数据",zn2609,427,-5,0,0
2026-06-02,高盛期货,油脂油料,豆粕,"净多39358
(减少2811)
净持仓数据",m2609,39358,-2811,0,0
2026-06-02,高盛期货,油脂油料,菜油,"净多42003
(增加4003)
净持仓数据",oi2607,816,-86,0,0
2026-06-02,高盛期货,油脂油料,菜油,"净多42003
(增加4003)
净持仓数据",oi2609,39402,3900,0,0
2026-06-02,高盛期货,油脂油料,菜油,"净多42003
(增加4003)
净持仓数据",oi2611,573,53,0,0
2026-06-02,高盛期货,油脂油料,菜油,"净多42003
(增加4003)
净持仓数据",oi2701,1212,136,0,0
2026-06-02,高盛期货,油脂油料,棕榈油,"净空10713
(减少2120)
净持仓数据",p2609,10831,1523,21544,-597
2026-06-02,高盛期货,油脂油料,菜粕,"净空40544
(增加4761)
净持仓数据",rm2608,0,0,409,128
2026-06-02,高盛期货,油脂油料,菜粕,"净空40544
(增加4761)
净持仓数据",rm2609,26606,-5686,60972,-1436
2026-06-02,高盛期货,油脂油料,菜粕,"净空40544
(增加4761)
净持仓数据",rm2701,0,0,5769,383
2026-06-02,高盛期货,油脂油料,豆一,"净空6472
(减少3542)
净持仓数据",a2607,10363,2871,15446,-1585
2026-06-02,高盛期货,油脂油料,豆一,"净空6472
(减少3542)
净持仓数据",a2609,3238,-76,4627,838
2026-06-02,高盛期货,油脂油料,豆二,"净空9596
(增加380)
净持仓数据",b2607,3469,-888,8682,-967
2026-06-02,高盛期货,油脂油料,豆二,"净空9596
(增加380)
净持仓数据",b2608,715,0,0,0
2026-06-02,高盛期货,油脂油料,豆二,"净空9596
(增加380)
净持仓数据",b2609,1682,-20,6780,439
2026-06-02,高盛期货,油脂油料,豆油,"净多43183
(增加1346)
净持仓数据",y2609,43183,1346,0,0
2026-06-02,高盛期货,贵金属,沪银,"净多2986
(增加88)
净持仓数据",ag2608,4468,65,0,0
2026-06-02,高盛期货,贵金属,沪银,"净多2986
(增加88)
净持仓数据",ag2610,0,0,1482,-23
2026-06-02,高盛期货,贵金属,沪金,"净空74
净持仓数据",au2610,0,0,74,0
2026-06-02,高盛期货,软商品,白糖,"净空83682
(减少7070)
净持仓数据",sr2609,0,0,83682,-7070
2026-06-02,高盛期货,轻工,纸浆,"净空20579
(减少63)
净持仓数据",sp2609,0,0,20579,-63
2026-06-02,高盛期货,轻工,玻璃,"净空79845
(减少1779)
净持仓数据",fg2609,0,0,69467,-1779
2026-06-02,高盛期货,轻工,玻璃,"净空79845
(减少1779)
净持仓数据",fg2701,0,0,10378,0
2026-06-02,高盛期货,黑色,铁矿石,"净多33116
(减少7)
净持仓数据",i2608,0,0,0,0
2026-06-02,高盛期货,黑色,铁矿石,"净多33116
(减少7)
净持仓数据",i2609,34317,-760,9408,-714
2026-06-02,高盛期货,黑色,铁矿石,"净多33116
(减少7)
净持仓数据",i2701,7387,14,0,0
2026-06-02,高盛期货,黑色,铁矿石,"净多33116
(减少7)
净持仓数据",i2607,1570,25,750,0
2026-06-02,高盛期货,黑色,螺纹钢,"净空37498
(减少4228)
净持仓数据",rb2610,0,0,37498,-4228
2026-06-02,高盛期货,黑色,硅铁,"净多10936
(减少1552)
净持仓数据",sf2607,4465,-2810,0,0
2026-06-02,高盛期货,黑色,硅铁,"净多10936
(减少1552)
净持仓数据",sf2609,7985,1687,1514,429
2026-06-02,高盛期货,黑色,锰硅,"净空42302
(减少965)
净持仓数据",sm2607,0,0,33606,-2498
2026-06-02,高盛期货,黑色,锰硅,"净空42302
(减少965)
净持仓数据",sm2609,0,0,8696,1419
2026-06-02,高盛期货,黑色,锰硅,"净空42302
(减少965)
净持仓数据",sm2701,0,-114,0,0
2026-06-02,高盛期货,黑色,不锈钢,"净多10261
(增加2937)
净持仓数据",ss2608,10261,1283,0,-1654
2026-06-02,高盛期货,黑色,热卷,"净多125949
(增加2146)
净持仓数据",hc2610,125949,2146,0,0
2026-06-02,摩根大通,农副,花生,"净空14212
(增加161)
净持仓数据",pk2610,0,0,14146,161
2026-06-02,摩根大通,农副,花生,"净空14212
(增加161)
净持仓数据",pk2611,0,0,66,0
2026-06-02,摩根大通,化工,对二甲苯,"净多1612
(减少1631)
净持仓数据",px2609,1612,-1631,0,0
2026-06-02,摩根大通,化工,天然橡胶,"净空200
净持仓数据",ru2701,0,0,200,0
2026-06-02,摩根大通,化工,PTA,"净多32896
(减少825)
净持仓数据",ta2609,32896,-825,0,0
2026-06-02,摩根大通,化工,20号胶,"净多7539
(增加345)
净持仓数据",nr2607,759,120,0,0
2026-06-02,摩根大通,化工,20号胶,"净多7539
(增加345)
净持仓数据",nr2608,6780,225,0,0
2026-06-02,摩根大通,化工,瓶片,"净空0
净持仓数据",pr2609,0,0,0,0
2026-06-02,摩根大通,有色,沪锌,"净空1824
(减少238)
净持仓数据",zn2607,0,0,1824,-238
2026-06-02,摩根大通,有色,沪镍,"净多427
(增加993)
净持仓数据",ni2608,427,0,0,0
2026-06-02,摩根大通,有色,沪镍,"净多427
(增加993)
净持仓数据",ni2609,0,0,0,-993
2026-06-02,摩根大通,油脂油料,菜粕,"净空33468
(减少2249)
净持仓数据",rm2609,0,0,33468,-2249
2026-06-02,摩根大通,油脂油料,豆油,"净多20061
(减少3359)
净持仓数据",y2609,42131,-1253,16000,2086
2026-06-02,摩根大通,油脂油料,豆油,"净多20061
(减少3359)
净持仓数据",y2701,1754,0,5231,0
2026-06-02,摩根大通,油脂油料,豆油,"净多20061
(减少3359)
净持仓数据",y2705,350,-20,2943,0
2026-06-02,摩根大通,油脂油料,豆一,"净多2719
(减少3086)
净持仓数据",a2607,0,-5167,5315,599
2026-06-02,摩根大通,油脂油料,豆一,"净多2719
(减少3086)
净持仓数据",a2609,8034,2680,0,0
2026-06-02,摩根大通,油脂油料,豆二,"净空4840
(增加976)
净持仓数据",b2607,0,0,5632,927
2026-06-02,摩根大通,油脂油料,豆二,"净空4840
(增加976)
净持仓数据",b2608,0,0,522,0
2026-06-02,摩根大通,油脂油料,豆二,"净空4840
(增加976)
净持仓数据",b2609,2613,264,1299,313
2026-06-02,摩根大通,油脂油料,豆粕,"净空35157
(增加7195)
净持仓数据",m2609,41247,-4050,59869,4888
2026-06-02,摩根大通,油脂油料,豆粕,"净空35157
(增加7195)
净持仓数据",m2611,4640,0,0,0
2026-06-02,摩根大通,油脂油料,豆粕,"净空35157
(增加7195)
净持仓数据",m2701,14873,1652,29854,364
