date,broker,category,product,net_position_text,contract,long_position,long_change,short_position,short_change
2026-05-15,高盛期货,农副,花生,"净空10685
(增加372)
净持仓数据",pk2610,0,0,11124,386
2026-05-15,高盛期货,农副,花生,"净空10685
(增加372)
净持仓数据",pk2611,439,14,0,0
2026-05-15,高盛期货,化工,塑料,"净空19524
(减少4352)
净持仓数据",l2609,0,0,19524,-4352
2026-05-15,高盛期货,化工,甲醇,"净空10561
(减少4754)
净持仓数据",ma2609,11510,-118,22071,-4872
2026-05-15,高盛期货,化工,20号胶,"净多2893
(增加1048)
净持仓数据",nr2607,2009,979,0,0
2026-05-15,高盛期货,化工,20号胶,"净多2893
(增加1048)
净持仓数据",nr2608,884,69,0,0
2026-05-15,高盛期货,化工,短纤,"净空1957
(增加1865)
净持仓数据",pf2607,5144,52,8030,1649
2026-05-15,高盛期货,化工,短纤,"净空1957
(增加1865)
净持仓数据",pf2608,929,-268,0,0
2026-05-15,高盛期货,化工,液化气,"净多5603
(增加932)
净持仓数据",pg2607,5603,932,0,0
2026-05-15,高盛期货,化工,PP,"净多6871
(增加1116)
净持仓数据",pp2609,6871,1116,0,0
2026-05-15,高盛期货,化工,瓶片,"净多994
(增加971)
净持仓数据",pr2607,1987,241,993,-730
2026-05-15,高盛期货,化工,对二甲苯,"净多1037
(增加920)
净持仓数据",px2609,5249,1258,4212,338
2026-05-15,高盛期货,化工,纯碱,"净空61512
(增加2297)
净持仓数据",sa2609,0,0,50666,824
2026-05-15,高盛期货,化工,纯碱,"净空61512
(增加2297)
净持仓数据",sa2701,0,0,10846,1473
2026-05-15,高盛期货,化工,PTA,"净多23715
(减少2632)
净持仓数据",ta2606,4163,-72,0,0
2026-05-15,高盛期货,化工,PTA,"净多23715
(减少2632)
净持仓数据",ta2607,10031,-167,0,0
2026-05-15,高盛期货,化工,PTA,"净多23715
(减少2632)
净持仓数据",ta2608,292,-93,0,0
2026-05-15,高盛期货,化工,PTA,"净多23715
(减少2632)
净持仓数据",ta2609,28509,376,19336,2198
2026-05-15,高盛期货,化工,PTA,"净多23715
(减少2632)
净持仓数据",ta2610,567,-83,0,0
2026-05-15,高盛期货,化工,PTA,"净多23715
(减少2632)
净持仓数据",ta2701,2661,-263,3172,132
2026-05-15,高盛期货,化工,PVC,"净空24513
(增加3117)
净持仓数据",v2609,0,0,24513,3117
2026-05-15,高盛期货,化工,沥青,"净多11116
(增加949)
净持仓数据",bu2609,11116,949,0,0
2026-05-15,高盛期货,化工,苯乙烯,"净多8225
(增加3025)
净持仓数据",eb2607,8225,198,0,-2827
2026-05-15,高盛期货,化工,乙二醇,"净空13485
(减少4847)
净持仓数据",eg2609,0,0,13485,-4847
