date,broker,product,flow_text,flow_direction_cn,flow_direction,flow_value,abs_flow_value,action
2026-05-21,东方财富,玻璃,"流空 517,665,860",流空,short,-517665860,517665860,建仓过程
2026-05-21,东方财富,生猪,"流空 263,422,560",流空,short,-263422560,263422560,建仓过程
2026-05-21,东方财富,沪锡,"流多 182,971,760",流多,long,182971760,182971760,建仓过程
2026-05-21,东方财富,燃料油,"流多 73,361,550",流多,long,73361550,73361550,建仓过程
2026-05-21,东方财富,不锈钢,"流多 35,779,700",流多,long,35779700,35779700,建仓过程
2026-05-21,东方财富,沪银,"流空 27,744,000",流空,short,-27744000,27744000,建仓过程
2026-05-21,东方财富,玉米,"流多 23,156,290",流多,long,23156290,23156290,建仓过程
2026-05-21,东方财富,红枣,"流多 17,380,100",流多,long,17380100,17380100,建仓过程
2026-05-21,东方财富,白糖,"流空 16,028,400",流空,short,-16028400,16028400,建仓过程
2026-05-21,东方财富,多晶硅,"流多 10,005,885",流多,long,10005885,10005885,建仓过程
2026-05-21,东方财富,鸡蛋,"流空 9,072,340",流空,short,-9072340,9072340,建仓过程
2026-05-21,东方财富,氧化铝,"流多 6,138,560",流多,long,6138560,6138560,建仓过程
2026-05-21,国泰君安,500中证,"流空 3,319,165,520",流空,short,-3319165520,3319165520,建仓过程
2026-05-21,国泰君安,三十债,"流空 2,947,606,700",流空,short,-2947606700,2947606700,建仓过程
2026-05-21,国泰君安,1000中证,"流空 2,811,859,160",流空,short,-2811859160,2811859160,建仓过程
2026-05-21,国泰君安,二债,"流多 1,460,448,760",流多,long,1460448760,1460448760,建仓过程
2026-05-21,国泰君安,50上证,"流多 1,155,769,560",流多,long,1155769560,1155769560,建仓过程
2026-05-21,国泰君安,300沪深,"流多 1,114,036,740",流多,long,1114036740,1114036740,建仓过程
2026-05-21,国泰君安,焦煤,"流空 552,267,420",流空,short,-552267420,552267420,建仓过程
2026-05-21,国泰君安,十债,"流多 500,934,800",流多,long,500934800,500934800,建仓过程
2026-05-21,国泰君安,沪铝,"流多 440,938,450",流多,long,440938450,440938450,建仓过程
2026-05-21,国泰君安,沪银,"流空 421,095,480",流空,short,-421095480,421095480,建仓过程
2026-05-21,国泰君安,五债,"流空 351,828,450",流空,short,-351828450,351828450,建仓过程
2026-05-21,国泰君安,鸡蛋,"流空 344,440,340",流空,short,-344440340,344440340,建仓过程
2026-05-21,国泰君安,沪铜,"流多 344,158,800",流多,long,344158800,344158800,建仓过程
2026-05-21,国泰君安,玻璃,"流多 330,450,600",流多,long,330450600,330450600,建仓过程
2026-05-21,国泰君安,生猪,"流多 321,137,840",流多,long,321137840,321137840,建仓过程
2026-05-21,国泰君安,玉米,"流空 259,542,340",流空,short,-259542340,259542340,建仓过程
2026-05-21,国泰君安,豆油,"流空 251,136,580",流空,short,-251136580,251136580,建仓过程
2026-05-21,国泰君安,沪金,"流空 248,296,260",流空,short,-248296260,248296260,建仓过程
2026-05-21,国泰君安,棕榈油,"流多 242,934,500",流多,long,242934500,242934500,建仓过程
2026-05-21,国泰君安,棉花,"流空 233,419,850",流空,short,-233419850,233419850,建仓过程
2026-05-21,国泰君安,20号胶,"流多 230,748,550",流多,long,230748550,230748550,建仓过程
2026-05-21,国泰君安,PTA,"流多 207,246,500",流多,long,207246500,207246500,建仓过程
2026-05-21,国泰君安,苯乙烯,"流空 205,074,075",流空,short,-205074075,205074075,建仓过程
2026-05-21,国泰君安,菜粕,"流空 189,955,750",流空,short,-189955750,189955750,建仓过程
2026-05-21,国泰君安,铁矿石,"流空 183,160,950",流空,short,-183160950,183160950,建仓过程
2026-05-21,国泰君安,PVC,"流空 174,420,255",流空,short,-174420255,174420255,建仓过程
2026-05-21,国泰君安,塑料,"流多 171,761,900",流多,long,171761900,171761900,建仓过程
2026-05-21,国泰君安,天然橡胶,"流多 161,548,800",流多,long,161548800,161548800,建仓过程
2026-05-21,国泰君安,豆粕,"流空 147,733,410",流空,short,-147733410,147733410,建仓过程
2026-05-21,国泰君安,氧化铝,"流多 134,360,200",流多,long,134360200,134360200,建仓过程
2026-05-21,国泰君安,热卷,"流多 132,030,100",流多,long,132030100,132030100,建仓过程
2026-05-21,国泰君安,淀粉,"流多 116,930,270",流多,long,116930270,116930270,建仓过程
2026-05-21,国泰君安,沪锌,"流多 114,488,225",流多,long,114488225,114488225,建仓过程
2026-05-21,国泰君安,碳酸锂,"流空 113,847,640",流空,short,-113847640,113847640,建仓过程
2026-05-21,国泰君安,菜油,"流多 105,585,020",流多,long,105585020,105585020,建仓过程
2026-05-21,国泰君安,乙二醇,"流多 103,375,120",流多,long,103375120,103375120,建仓过程
2026-05-21,国泰君安,液化气,"流空 94,432,960",流空,short,-94432960,94432960,建仓过程
2026-05-21,国泰君安,瓶片,"流多 91,281,630",流多,long,91281630,91281630,建仓过程
2026-05-21,国泰君安,豆二,"流空 86,303,260",流空,short,-86303260,86303260,建仓过程
2026-05-21,国泰君安,苹果,"流多 82,931,020",流多,long,82931020,82931020,建仓过程
2026-05-21,国泰君安,硅铁,"流空 81,579,360",流空,short,-81579360,81579360,建仓过程
2026-05-21,国泰君安,烧碱,"流空 78,266,820",流空,short,-78266820,78266820,建仓过程
2026-05-21,国泰君安,工业硅,"流多 75,602,950",流多,long,75602950,75602950,建仓过程
2026-05-21,国泰君安,红枣,"流空 69,426,325",流空,short,-69426325,69426325,建仓过程
2026-05-21,国泰君安,豆一,"流空 63,132,590",流空,short,-63132590,63132590,建仓过程
2026-05-21,国泰君安,PP,"流多 62,938,250",流多,long,62938250,62938250,建仓过程
2026-05-21,国泰君安,纯碱,"流多 55,991,740",流多,long,55991740,55991740,建仓过程
2026-05-21,国泰君安,螺纹钢,"流多 51,466,240",流多,long,51466240,51466240,建仓过程
2026-05-21,国泰君安,短纤,"流多 46,384,770",流多,long,46384770,46384770,建仓过程
2026-05-21,国泰君安,多晶硅,"流空 44,897,820",流空,short,-44897820,44897820,建仓过程
2026-05-21,国泰君安,尿素,"流空 44,814,660",流空,short,-44814660,44814660,建仓过程
2026-05-21,国泰君安,沪锡,"流多 43,676,320",流多,long,43676320,43676320,建仓过程
2026-05-21,国泰君安,沪镍,"流空 41,790,860",流空,short,-41790860,41790860,建仓过程
2026-05-21,国泰君安,沪铅,"流空 40,105,425",流空,short,-40105425,40105425,建仓过程
2026-05-21,国泰君安,白糖,"流空 33,139,810",流空,short,-33139810,33139810,建仓过程
2026-05-21,国泰君安,对二甲苯,"流多 30,717,920",流多,long,30717920,30717920,建仓过程
2026-05-21,国泰君安,不锈钢,"流多 27,396,850",流多,long,27396850,27396850,建仓过程
2026-05-21,国泰君安,燃料油,"流空 23,284,380",流空,short,-23284380,23284380,建仓过程
2026-05-21,国泰君安,焦炭,"流空 21,948,000",流空,short,-21948000,21948000,建仓过程
2026-05-21,国泰君安,沥青,"流多 20,104,700",流多,long,20104700,20104700,建仓过程
2026-05-21,国泰君安,锰硅,"流空 19,967,490",流空,short,-19967490,19967490,建仓过程
2026-05-21,国泰君安,花生,"流空 13,516,160",流空,short,-13516160,13516160,建仓过程
