date,broker,product,flow_text,flow_direction_cn,flow_direction,flow_value,abs_flow_value,action
2026-05-22,东方财富,生猪,"流空 147,426,400",流空,short,-147426400,147426400,建仓过程
2026-05-22,东方财富,鸡蛋,"流空 112,530,250",流空,short,-112530250,112530250,建仓过程
2026-05-22,东方财富,沪银,"流空 87,365,790",流空,short,-87365790,87365790,建仓过程
2026-05-22,东方财富,红枣,"流空 76,492,375",流空,short,-76492375,76492375,建仓过程
2026-05-22,东方财富,燃料油,"流多 41,381,200",流多,long,41381200,41381200,建仓过程
2026-05-22,东方财富,碳酸锂,"流空 37,599,120",流空,short,-37599120,37599120,建仓过程
2026-05-22,东方财富,玉米,"流空 30,959,470",流空,short,-30959470,30959470,建仓过程
2026-05-22,东方财富,氧化铝,"流空 19,834,720",流空,short,-19834720,19834720,建仓过程
2026-05-22,东方财富,烧碱,"流多 17,383,680",流多,long,17383680,17383680,建仓过程
2026-05-22,东方财富,不锈钢,"流空 7,443,700",流空,short,-7443700,7443700,建仓过程
2026-05-22,国泰君安,1000中证,"流多 3,266,928,760",流多,long,3266928760,3266928760,建仓过程
2026-05-22,国泰君安,三十债,"流空 2,898,145,600",流空,short,-2898145600,2898145600,建仓过程
2026-05-22,国泰君安,500中证,"流多 2,548,814,640",流多,long,2548814640,2548814640,建仓过程
2026-05-22,国泰君安,二债,"流多 2,049,485,600",流多,long,2049485600,2049485600,建仓过程
2026-05-22,国泰君安,五债,"流空 2,010,072,000",流空,short,-2010072000,2010072000,建仓过程
2026-05-22,国泰君安,十债,"流多 1,685,551,300",流多,long,1685551300,1685551300,建仓过程
2026-05-22,国泰君安,50上证,"流空 1,072,523,520",流空,short,-1072523520,1072523520,建仓过程
2026-05-22,国泰君安,沪金,"流多 688,454,200",流多,long,688454200,688454200,建仓过程
2026-05-22,国泰君安,豆油,"流空 517,878,580",流空,short,-517878580,517878580,建仓过程
2026-05-22,国泰君安,300沪深,"流空 438,242,580",流空,short,-438242580,438242580,建仓过程
2026-05-22,国泰君安,沪银,"流多 414,523,500",流多,long,414523500,414523500,建仓过程
2026-05-22,国泰君安,对二甲苯,"流多 343,375,940",流多,long,343375940,343375940,建仓过程
2026-05-22,国泰君安,鸡蛋,"流多 309,787,420",流多,long,309787420,309787420,建仓过程
2026-05-22,国泰君安,热卷,"流多 302,828,440",流多,long,302828440,302828440,建仓过程
2026-05-22,国泰君安,天然橡胶,"流空 290,659,000",流空,short,-290659000,290659000,建仓过程
2026-05-22,国泰君安,棉花,"流空 224,928,750",流空,short,-224928750,224928750,建仓过程
2026-05-22,国泰君安,尿素,"流空 217,951,300",流空,short,-217951300,217951300,建仓过程
2026-05-22,国泰君安,豆二,"流多 213,728,390",流多,long,213728390,213728390,建仓过程
2026-05-22,国泰君安,20号胶,"流多 212,180,250",流多,long,212180250,212180250,建仓过程
2026-05-22,国泰君安,甲醇,"流多 183,859,090",流多,long,183859090,183859090,建仓过程
2026-05-22,国泰君安,PTA,"流空 169,220,480",流空,short,-169220480,169220480,建仓过程
2026-05-22,国泰君安,玉米,"流多 166,812,120",流多,long,166812120,166812120,建仓过程
2026-05-22,国泰君安,螺纹钢,"流多 141,021,370",流多,long,141021370,141021370,建仓过程
2026-05-22,国泰君安,瓶片,"流空 139,315,740",流空,short,-139315740,139315740,建仓过程
2026-05-22,国泰君安,纯碱,"流空 127,478,720",流空,short,-127478720,127478720,建仓过程
2026-05-22,国泰君安,纸浆,"流空 109,515,860",流空,short,-109515860,109515860,建仓过程
2026-05-22,国泰君安,焦煤,"流空 109,080,990",流空,short,-109080990,109080990,建仓过程
2026-05-22,国泰君安,氧化铝,"流多 108,514,680",流多,long,108514680,108514680,建仓过程
2026-05-22,国泰君安,燃料油,"流空 106,383,410",流空,short,-106383410,106383410,建仓过程
2026-05-22,国泰君安,烧碱,"流空 95,983,830",流空,short,-95983830,95983830,建仓过程
2026-05-22,国泰君安,豆一,"流多 93,132,840",流多,long,93132840,93132840,建仓过程
