date,broker,category,product,net_position_text,contract,long_position,long_change,short_position,short_change
2026-06-05,高盛期货,农副,花生,"净空7144
(减少2967)
净持仓数据",pk2610,3407,104,11797,-2706
2026-06-05,高盛期货,农副,花生,"净空7144
(减少2967)
净持仓数据",pk2611,1084,86,0,0
2026-06-05,高盛期货,农副,花生,"净空7144
(减少2967)
净持仓数据",pk2612,162,71,0,0
2026-06-05,高盛期货,化工,塑料,"净空8967
(减少2067)
净持仓数据",l2609,0,0,8967,-2067
2026-06-05,高盛期货,化工,甲醇,"净多19843
(增加1978)
净持仓数据",ma2609,19843,1978,0,0
2026-06-05,高盛期货,化工,20号胶,"净多5334
(增加1485)
净持仓数据",nr2608,5009,528,0,-924
2026-06-05,高盛期货,化工,20号胶,"净多5334
(增加1485)
净持仓数据",nr2609,325,33,0,0
2026-06-05,高盛期货,化工,短纤,"净多2943
(增加3898)
净持仓数据",pf2608,6574,2463,3631,-1435
2026-06-05,高盛期货,化工,液化气,"净多4427
(增加420)
净持仓数据",pg2607,3612,548,0,0
2026-06-05,高盛期货,化工,液化气,"净多4427
(增加420)
净持仓数据",pg2608,1017,-128,0,0
2026-06-05,高盛期货,化工,液化气,"净多4427
(增加420)
净持仓数据",pg2610,0,0,202,0
2026-06-05,高盛期货,化工,PP,"净多14702
(增加1739)
净持仓数据",pp2609,14702,1739,0,0
2026-06-05,高盛期货,化工,瓶片,"净多1432
(增加346)
净持仓数据",pr2607,403,158,0,-167
2026-06-05,高盛期货,化工,瓶片,"净多1432
(增加346)
净持仓数据",pr2608,73,0,303,-23
2026-06-05,高盛期货,化工,瓶片,"净多1432
(增加346)
净持仓数据",pr2609,1259,-2,0,0
2026-06-05,高盛期货,化工,对二甲苯,"净多314
(增加596)
净持仓数据",px2609,4802,709,4645,113
2026-06-05,高盛期货,化工,对二甲苯,"净多314
(增加596)
净持仓数据",px2701,157,0,0,0
2026-06-05,高盛期货,化工,天然橡胶,"净多3398
(减少362)
净持仓数据",ru2609,3398,-362,0,0
2026-06-05,高盛期货,化工,纯碱,"净空56068
(增加4797)
净持仓数据",sa2609,0,0,40925,3887
2026-06-05,高盛期货,化工,纯碱,"净空56068
(增加4797)
净持仓数据",sa2701,0,0,15143,910
2026-06-05,高盛期货,化工,PTA,"净多26633
(增加8197)
净持仓数据",ta2607,11653,313,0,0
2026-06-05,高盛期货,化工,PTA,"净多26633
(增加8197)
净持仓数据",ta2608,1673,33,0,0
2026-06-05,高盛期货,化工,PTA,"净多26633
(增加8197)
净持仓数据",ta2609,25330,2165,15945,-8237
2026-06-05,高盛期货,化工,PTA,"净多26633
(增加8197)
净持仓数据",ta2610,746,77,0,0
2026-06-05,高盛期货,化工,PTA,"净多26633
(增加8197)
净持仓数据",ta2611,670,46,0,0
2026-06-05,高盛期货,化工,PTA,"净多26633
(增加8197)
净持仓数据",ta2701,2506,-2674,0,0
2026-06-05,高盛期货,化工,沥青,"净多12237
(增加1590)
净持仓数据",bu2609,12237,1590,0,0
2026-06-05,高盛期货,化工,PVC,"净空50524
(增加1623)
净持仓数据",v2609,0,0,50524,1623
2026-06-05,高盛期货,化工,苯乙烯,"净多11467
(减少1259)
净持仓数据",eb2607,7932,-2020,0,0
2026-06-05,高盛期货,化工,苯乙烯,"净多11467
(减少1259)
净持仓数据",eb2608,3535,761,0,0
2026-06-05,高盛期货,化工,乙二醇,"净空8576
(减少874)
净持仓数据",eg2609,1925,0,10501,-874
2026-06-05,高盛期货,原油,低硫油,"净多513
(减少24)
净持仓数据",lu2607,513,-24,0,0
2026-06-05,高盛期货,原油,燃料油,"净空897
(减少2908)
净持仓数据",fu2609,1321,0,2218,-2908
2026-06-05,高盛期货,有色,碳酸锂,"净空3652
(增加224)
净持仓数据",lc2609,0,0,3852,24
2026-06-05,高盛期货,有色,碳酸锂,"净空3652
(增加224)
净持仓数据",lc2611,200,-200,0,0
2026-06-05,高盛期货,有色,沪镍,"净空4610
(减少217)
净持仓数据",ni2609,0,0,4610,-217
2026-06-05,高盛期货,有色,沪铅,"净空8747
(增加836)
净持仓数据",pb2608,0,0,8747,836
2026-06-05,高盛期货,有色,沪锡,"净多1152
(减少516)
净持仓数据",sn2608,1331,-516,179,0
2026-06-05,高盛期货,有色,沪铝,"净空2626
(增加1676)
净持仓数据",al2608,5938,-1115,8564,561
2026-06-05,高盛期货,有色,沪铜,"净多1743
(减少460)
净持仓数据",cu2608,3490,-454,0,0
2026-06-05,高盛期货,有色,沪铜,"净多1743
(减少460)
净持仓数据",cu2612,0,0,1747,6
2026-06-05,高盛期货,有色,沪锌,"净多12517
(减少1228)
净持仓数据",zn2607,2301,0,2247,2
2026-06-05,高盛期货,有色,沪锌,"净多12517
(减少1228)
净持仓数据",zn2608,13478,-347,1418,865
2026-06-05,高盛期货,有色,沪锌,"净多12517
(减少1228)
净持仓数据",zn2609,403,-14,0,0
2026-06-05,高盛期货,油脂油料,豆粕,"净空56217
(增加46229)
净持仓数据",m2608,0,0,497,89
2026-06-05,高盛期货,油脂油料,豆粕,"净空56217
(增加46229)
净持仓数据",m2609,0,-32099,55720,14041
2026-06-05,高盛期货,油脂油料,菜油,"净多48019
(减少2088)
净持仓数据",oi2607,0,-950,0,0
2026-06-05,高盛期货,油脂油料,菜油,"净多48019
(减少2088)
净持仓数据",oi2609,45257,-842,0,0
2026-06-05,高盛期货,油脂油料,菜油,"净多48019
(减少2088)
净持仓数据",oi2611,775,-225,0,0
2026-06-05,高盛期货,油脂油料,菜油,"净多48019
(减少2088)
净持仓数据",oi2701,1987,-71,0,0
2026-06-05,高盛期货,油脂油料,棕榈油,"净空31331
(增加9222)
净持仓数据",p2609,9168,-1371,40499,7851
2026-06-05,高盛期货,油脂油料,菜粕,"净空65780
(增加7268)
净持仓数据",rm2608,0,0,787,240
2026-06-05,高盛期货,油脂油料,菜粕,"净空65780
(增加7268)
净持仓数据",rm2609,20224,-1094,69516,3209
2026-06-05,高盛期货,油脂油料,菜粕,"净空65780
(增加7268)
净持仓数据",rm2701,0,0,15701,2725
2026-06-05,高盛期货,油脂油料,豆一,"净空6091
(减少436)
净持仓数据",a2607,11886,-583,13611,-1952
2026-06-05,高盛期货,油脂油料,豆一,"净空6091
(减少436)
净持仓数据",a2609,2655,-178,7021,755
2026-06-05,高盛期货,油脂油料,豆二,"净空9211
(增加1793)
净持仓数据",b2607,4002,-1913,7309,-169
2026-06-05,高盛期货,油脂油料,豆二,"净空9211
(增加1793)
净持仓数据",b2608,715,0,121,0
2026-06-05,高盛期货,油脂油料,豆二,"净空9211
(增加1793)
净持仓数据",b2609,1710,124,8195,173
2026-06-05,高盛期货,油脂油料,豆二,"净空9211
(增加1793)
净持仓数据",b2610,0,0,13,0
2026-06-05,高盛期货,油脂油料,豆油,"净多25682
(减少8193)
净持仓数据",y2609,30688,-8193,5006,0
2026-06-05,高盛期货,贵金属,沪银,"净多1981
(减少2)
净持仓数据",ag2608,3444,0,0,0
2026-06-05,高盛期货,贵金属,沪银,"净多1981
(减少2)
净持仓数据",ag2610,0,0,1463,2
2026-06-05,高盛期货,贵金属,沪金,"净空117
(增加35)
净持仓数据",au2610,0,0,117,35
2026-06-05,高盛期货,软商品,白糖,"净空94533
(增加9093)
净持仓数据",sr2609,0,0,94533,9093
2026-06-05,高盛期货,轻工,纸浆,"净空19577
(减少110)
净持仓数据",sp2609,0,0,19577,-110
2026-06-05,高盛期货,轻工,玻璃,"净空96217
(增加13523)
净持仓数据",fg2609,0,0,85227,12911
2026-06-05,高盛期货,轻工,玻璃,"净空96217
(增加13523)
净持仓数据",fg2701,0,0,10990,612
2026-06-05,高盛期货,黑色,螺纹钢,"净空43825
(减少1821)
净持仓数据",rb2610,0,0,43825,-1821
2026-06-05,高盛期货,黑色,硅铁,"净多10062
(减少2963)
净持仓数据",sf2607,3067,-1211,0,0
2026-06-05,高盛期货,黑色,硅铁,"净多10062
(减少2963)
净持仓数据",sf2609,6995,-1752,0,0
2026-06-05,高盛期货,黑色,锰硅,"净空41372
(增加3902)
净持仓数据",sm2607,0,0,4000,-3566
2026-06-05,高盛期货,黑色,锰硅,"净空41372
(增加3902)
净持仓数据",sm2609,0,0,37372,7468
2026-06-05,高盛期货,黑色,不锈钢,"净多6630
(增加597)
净持仓数据",ss2608,9103,437,2473,-160
2026-06-05,高盛期货,黑色,热卷,"净多109350
(减少11213)
净持仓数据",hc2610,109350,-11213,0,0
2026-06-05,高盛期货,黑色,铁矿石,"净多31538
(增加905)
净持仓数据",i2607,820,0,0,0
2026-06-05,高盛期货,黑色,铁矿石,"净多31538
(增加905)
净持仓数据",i2608,450,0,0,0
2026-06-05,高盛期货,黑色,铁矿石,"净多31538
(增加905)
净持仓数据",i2609,30792,-730,9055,-1472
2026-06-05,高盛期货,黑色,铁矿石,"净多31538
(增加905)
净持仓数据",i2701,8531,163,0,0
2026-06-05,摩根大通,农副,花生,"净空13950
(减少675)
净持仓数据",pk2610,0,0,13006,-516
2026-06-05,摩根大通,农副,花生,"净空13950
(减少675)
净持仓数据",pk2611,0,0,944,-159
2026-06-05,摩根大通,化工,20号胶,"净多7002
(减少193)
净持仓数据",nr2608,7002,-193,0,0
2026-06-05,摩根大通,化工,短纤,"净多1116
净持仓数据",pf2608,1116,0,0,0
2026-06-05,摩根大通,化工,瓶片,"净多631
(增加219)
净持仓数据",pr2608,631,219,0,0
2026-06-05,摩根大通,化工,瓶片,"净多631
(增加219)
净持仓数据",pr2609,0,0,0,0
2026-06-05,摩根大通,化工,对二甲苯,"净多1865
(增加331)
净持仓数据",px2609,1865,331,0,0
2026-06-05,摩根大通,化工,天然橡胶,"净空200
净持仓数据",ru2701,0,0,200,0
2026-06-05,摩根大通,化工,PTA,"净多35915
(增加5061)
净持仓数据",ta2609,35915,5061,0,0
2026-06-05,摩根大通,有色,沪锌,"净空1709
(减少191)
净持仓数据",zn2607,0,0,1709,-191
2026-06-05,摩根大通,有色,沪镍,"净空3382
(减少136)
净持仓数据",ni2607,0,0,1838,-103
2026-06-05,摩根大通,有色,沪镍,"净空3382
(减少136)
净持仓数据",ni2609,0,0,1544,-33
2026-06-05,摩根大通,油脂油料,豆油,"净多25682
(增加4747)
净持仓数据",y2609,49363,5974,15999,-1637
2026-06-05,摩根大通,油脂油料,豆油,"净多25682
(增加4747)
净持仓数据",y2701,0,-2342,6264,943
2026-06-05,摩根大通,油脂油料,豆油,"净多25682
(增加4747)
净持仓数据",y2705,561,81,1851,-340
2026-06-05,摩根大通,油脂油料,豆油,"净多25682
(增加4747)
净持仓数据",y2607,0,0,128,0
2026-06-05,摩根大通,油脂油料,豆一,"净多8573
(增加3899)
净持仓数据",a2607,0,0,0,-4212
2026-06-05,摩根大通,油脂油料,豆一,"净多8573
(增加3899)
净持仓数据",a2609,8573,-313,0,0
2026-06-05,摩根大通,油脂油料,豆二,"净空7867
(增加2839)
净持仓数据",b2607,0,0,5315,1005
2026-06-05,摩根大通,油脂油料,豆二,"净空7867
(增加2839)
净持仓数据",b2608,0,0,522,0
2026-06-05,摩根大通,油脂油料,豆二,"净空7867
(增加2839)
净持仓数据",b2609,1552,-335,3582,1499
2026-06-05,摩根大通,油脂油料,豆粕,"净空26887
(减少13678)
净持仓数据",m2607,0,0,2534,300
2026-06-05,摩根大通,油脂油料,豆粕,"净空26887
(减少13678)
净持仓数据",m2609,25702,-5799,59250,-6050
2026-06-05,摩根大通,油脂油料,豆粕,"净空26887
(减少13678)
净持仓数据",m2611,4640,0,0,0
2026-06-05,摩根大通,油脂油料,豆粕,"净空26887
(减少13678)
净持仓数据",m2701,24559,3636,18264,-8283
2026-06-05,摩根大通,油脂油料,豆粕,"净空26887
(减少13678)
净持仓数据",m2705,6753,1808,8493,0
2026-06-05,摩根大通,油脂油料,菜油,"净多28342
(减少924)
净持仓数据",oi2609,28342,-924,0,0
2026-06-05,摩根大通,油脂油料,棕榈油,"净空1085
(增加2922)
净持仓数据",p2607,200,-100,0,0
2026-06-05,摩根大通,油脂油料,棕榈油,"净空1085
(增加2922)
净持仓数据",p2609,13159,-3769,10422,-976
2026-06-05,摩根大通,油脂油料,棕榈油,"净空1085
(增加2922)
净持仓数据",p2701,0,0,4022,29
2026-06-05,摩根大通,油脂油料,菜粕,"净空44615
(增加1038)
净持仓数据",rm2609,0,0,44615,1038
2026-06-05,摩根大通,股指,500中证,"净空6698
净持仓数据",ic2607,113,0,0,0
2026-06-05,摩根大通,股指,500中证,"净空6698
净持仓数据",ic2609,0,0,3747,0
2026-06-05,摩根大通,股指,500中证,"净空6698
净持仓数据",ic2612,0,0,3064,0
2026-06-05,摩根大通,股指,300沪深,"净空6545
(减少43)
净持仓数据",if2607,19,0,0,0
2026-06-05,摩根大通,股指,300沪深,"净空6545
(减少43)
净持仓数据",if2609,0,0,4329,0
2026-06-05,摩根大通,股指,300沪深,"净空6545
(减少43)
净持仓数据",if2612,0,0,2235,-43
2026-06-05,摩根大通,股指,1000中证,"净空7249
(增加272)
净持仓数据",im2607,0,0,117,0
2026-06-05,摩根大通,股指,1000中证,"净空7249
(增加272)
净持仓数据",im2609,0,0,3181,0
2026-06-05,摩根大通,股指,1000中证,"净空7249
(增加272)
净持仓数据",im2612,0,0,3951,272
2026-06-05,摩根大通,黑色,铁矿石,"净多19344
(减少1145)
净持仓数据",i2609,21104,-1145,0,0
